"192","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities",\N,"ApplicationIcon","C:\\Program Files\\Mozilla Firefox\\firefox.exe,0","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"193","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities",\N,"ApplicationName","Firefox","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"194","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities\\FileAssociations","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"195","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities\\FileAssociations",\N,".htm","FirefoxHTML-308046B0AF4A39CB","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"196","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities\\FileAssociations",\N,".html","FirefoxHTML-308046B0AF4A39CB","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"197","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities\\FileAssociations",\N,".shtml","FirefoxHTML-308046B0AF4A39CB","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"198","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities\\FileAssociations",\N,".xht","FirefoxHTML-308046B0AF4A39CB","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"199","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities\\FileAssociations",\N,".xhtml","FirefoxHTML-308046B0AF4A39CB","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"200","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities\\StartMenu","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"201","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities\\StartMenu",\N,"StartMenuInternet","Firefox-308046B0AF4A39CB","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"202","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities\\URLAssociations","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"203","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities\\URLAssociations",\N,"ftp","FirefoxURL-308046B0AF4A39CB","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"204","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities\\URLAssociations",\N,"http","FirefoxURL-308046B0AF4A39CB","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"205","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities\\URLAssociations",\N,"https","FirefoxURL-308046B0AF4A39CB","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"206","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\DefaultIcon","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"207","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\DefaultIcon",\N,"","C:\\Program Files\\Mozilla Firefox\\firefox.exe,0","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"208","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\InstallInfo","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
